date,division,admissions_observed,source
2022-10-31,Sylhet,0,kaggle_shampabanik12
2022-11-01,Barishal,51,kaggle_shampabanik12
2022-11-01,Chattogram,102,kaggle_shampabanik12
2022-11-01,Dhaka,682,kaggle_shampabanik12
2022-11-01,Khulna,57,kaggle_shampabanik12
2022-11-01,Mymensingh,28,kaggle_shampabanik12
2022-11-01,Rajshahi,59,kaggle_shampabanik12
2022-11-01,Rangpur,1,kaggle_shampabanik12
2022-11-01,Sylhet,3,kaggle_shampabanik12
2022-11-02,Barishal,72,kaggle_shampabanik12
2022-11-02,Chattogram,140,kaggle_shampabanik12
2022-11-02,Dhaka,749,kaggle_shampabanik12
2022-11-02,Khulna,56,kaggle_shampabanik12
2022-11-02,Mymensingh,6,kaggle_shampabanik12
2022-11-02,Rajshahi,67,kaggle_shampabanik12
2022-11-02,Rangpur,0,kaggle_shampabanik12
2022-11-02,Sylhet,4,kaggle_shampabanik12
2022-11-03,Barishal,60,kaggle_shampabanik12
2022-11-03,Chattogram,127,kaggle_shampabanik12
2022-11-03,Dhaka,538,kaggle_shampabanik12
2022-11-03,Khulna,59,kaggle_shampabanik12
2022-11-03,Mymensingh,21,kaggle_shampabanik12
2022-11-03,Rajshahi,54,kaggle_shampabanik12
2022-11-03,Rangpur,19,kaggle_shampabanik12
2022-11-03,Sylhet,4,kaggle_shampabanik12
2022-11-04,Barishal,21,kaggle_shampabanik12
2022-11-04,Chattogram,44,kaggle_shampabanik12
2022-11-04,Dhaka,297,kaggle_shampabanik12
2022-11-04,Khulna,32,kaggle_shampabanik12
2022-11-04,Mymensingh,9,kaggle_shampabanik12
2022-11-04,Rajshahi,25,kaggle_shampabanik12
2022-11-04,Rangpur,0,kaggle_shampabanik12
2022-11-04,Sylhet,0,kaggle_shampabanik12
2022-11-05,Barishal,69,kaggle_shampabanik12
2022-11-05,Chattogram,153,kaggle_shampabanik12
2022-11-05,Dhaka,440,kaggle_shampabanik12
2022-11-05,Khulna,85,kaggle_shampabanik12
2022-11-05,Mymensingh,13,kaggle_shampabanik12
2022-11-05,Rajshahi,22,kaggle_shampabanik12
2022-11-05,Rangpur,5,kaggle_shampabanik12
2022-11-05,Sylhet,1,kaggle_shampabanik12
2022-11-06,Barishal,65,kaggle_shampabanik12
2022-11-06,Chattogram,102,kaggle_shampabanik12
2022-11-06,Dhaka,625,kaggle_shampabanik12
2022-11-06,Khulna,45,kaggle_shampabanik12
2022-11-06,Mymensingh,20,kaggle_shampabanik12
2022-11-06,Rajshahi,47,kaggle_shampabanik12
2022-11-06,Rangpur,0,kaggle_shampabanik12
2022-11-06,Sylhet,1,kaggle_shampabanik12
2022-11-07,Barishal,69,kaggle_shampabanik12
2022-11-07,Chattogram,92,kaggle_shampabanik12
2022-11-07,Dhaka,582,kaggle_shampabanik12
2022-11-07,Khulna,63,kaggle_shampabanik12
2022-11-07,Mymensingh,25,kaggle_shampabanik12
2022-11-07,Rajshahi,36,kaggle_shampabanik12
2022-11-07,Rangpur,6,kaggle_shampabanik12
2022-11-07,Sylhet,2,kaggle_shampabanik12
2022-11-08,Barishal,52,kaggle_shampabanik12
2022-11-08,Chattogram,111,kaggle_shampabanik12
2022-11-08,Dhaka,522,kaggle_shampabanik12
2022-11-08,Khulna,74,kaggle_shampabanik12
2022-11-08,Mymensingh,14,kaggle_shampabanik12
2022-11-08,Rajshahi,33,kaggle_shampabanik12
2022-11-08,Rangpur,6,kaggle_shampabanik12
2022-11-08,Sylhet,8,kaggle_shampabanik12
2022-11-09,Barishal,53,kaggle_shampabanik12
2022-11-09,Chattogram,129,kaggle_shampabanik12
2022-11-09,Dhaka,511,kaggle_shampabanik12
2022-11-09,Khulna,51,kaggle_shampabanik12
2022-11-09,Mymensingh,14,kaggle_shampabanik12
2022-11-09,Rajshahi,31,kaggle_shampabanik12
2022-11-09,Rangpur,4,kaggle_shampabanik12
2022-11-09,Sylhet,3,kaggle_shampabanik12
2022-11-10,Barishal,53,kaggle_shampabanik12
2022-11-10,Chattogram,169,kaggle_shampabanik12
2022-11-10,Dhaka,552,kaggle_shampabanik12
2022-11-10,Khulna,59,kaggle_shampabanik12
2022-11-10,Mymensingh,14,kaggle_shampabanik12
2022-11-10,Rajshahi,29,kaggle_shampabanik12
2022-11-10,Rangpur,6,kaggle_shampabanik12
2022-11-10,Sylhet,6,kaggle_shampabanik12
2022-11-11,Barishal,6,kaggle_shampabanik12
2022-11-11,Chattogram,38,kaggle_shampabanik12
2022-11-11,Dhaka,180,kaggle_shampabanik12
2022-11-11,Khulna,20,kaggle_shampabanik12
2022-11-11,Mymensingh,9,kaggle_shampabanik12
2022-11-11,Rajshahi,13,kaggle_shampabanik12
2022-11-11,Rangpur,0,kaggle_shampabanik12
2022-11-11,Sylhet,0,kaggle_shampabanik12
2022-11-12,Barishal,20,kaggle_shampabanik12
2022-11-12,Chattogram,149,kaggle_shampabanik12
2022-11-12,Dhaka,602,kaggle_shampabanik12
2022-11-12,Khulna,54,kaggle_shampabanik12
2022-11-12,Mymensingh,18,kaggle_shampabanik12
2022-11-12,Rajshahi,41,kaggle_shampabanik12
2022-11-12,Rangpur,5,kaggle_shampabanik12
2022-11-12,Sylhet,0,kaggle_shampabanik12
2022-11-13,Barishal,62,kaggle_shampabanik12
2022-11-13,Chattogram,200,kaggle_shampabanik12
2022-11-13,Dhaka,480,kaggle_shampabanik12
2022-11-13,Khulna,48,kaggle_shampabanik12
2022-11-13,Mymensingh,27,kaggle_shampabanik12
2022-11-13,Rajshahi,35,kaggle_shampabanik12
2022-11-13,Rangpur,0,kaggle_shampabanik12
2022-11-13,Sylhet,7,kaggle_shampabanik12
2022-11-14,Barishal,60,kaggle_shampabanik12
2022-11-14,Chattogram,123,kaggle_shampabanik12
2022-11-14,Dhaka,489,kaggle_shampabanik12
2022-11-14,Khulna,53,kaggle_shampabanik12
2022-11-14,Mymensingh,13,kaggle_shampabanik12
2022-11-14,Rajshahi,19,kaggle_shampabanik12
2022-11-14,Rangpur,3,kaggle_shampabanik12
2022-11-14,Sylhet,0,kaggle_shampabanik12
2022-11-15,Barishal,43,kaggle_shampabanik12
2022-11-15,Chattogram,112,kaggle_shampabanik12
2022-11-15,Dhaka,456,kaggle_shampabanik12
2022-11-15,Khulna,45,kaggle_shampabanik12
2022-11-15,Mymensingh,9,kaggle_shampabanik12
2022-11-15,Rajshahi,23,kaggle_shampabanik12
2022-11-15,Rangpur,3,kaggle_shampabanik12
2022-11-15,Sylhet,1,kaggle_shampabanik12
2022-11-16,Barishal,43,kaggle_shampabanik12
2022-11-16,Chattogram,15,kaggle_shampabanik12
2022-11-16,Dhaka,470,kaggle_shampabanik12
2022-11-16,Khulna,25,kaggle_shampabanik12
2022-11-16,Mymensingh,16,kaggle_shampabanik12
2022-11-16,Rajshahi,22,kaggle_shampabanik12
2022-11-16,Rangpur,1,kaggle_shampabanik12
2022-11-16,Sylhet,3,kaggle_shampabanik12
2022-11-17,Barishal,34,kaggle_shampabanik12
2022-11-17,Chattogram,139,kaggle_shampabanik12
2022-11-17,Dhaka,619,kaggle_shampabanik12
2022-11-17,Khulna,52,kaggle_shampabanik12
2022-11-17,Mymensingh,14,kaggle_shampabanik12
2022-11-17,Rajshahi,23,kaggle_shampabanik12
2022-11-17,Rangpur,3,kaggle_shampabanik12
2022-11-17,Sylhet,1,kaggle_shampabanik12
2022-11-18,Barishal,4,kaggle_shampabanik12
2022-11-18,Chattogram,21,kaggle_shampabanik12
2022-11-18,Dhaka,184,kaggle_shampabanik12
2022-11-18,Khulna,17,kaggle_shampabanik12
2022-11-18,Mymensingh,14,kaggle_shampabanik12
2022-11-18,Rajshahi,9,kaggle_shampabanik12
2022-11-18,Rangpur,0,kaggle_shampabanik12
2022-11-18,Sylhet,1,kaggle_shampabanik12
2022-11-19,Barishal,31,kaggle_shampabanik12
2022-11-19,Chattogram,114,kaggle_shampabanik12
2022-11-19,Dhaka,340,kaggle_shampabanik12
2022-11-19,Khulna,44,kaggle_shampabanik12
2022-11-19,Mymensingh,10,kaggle_shampabanik12
2022-11-19,Rajshahi,20,kaggle_shampabanik12
2022-11-19,Rangpur,0,kaggle_shampabanik12
2022-11-19,Sylhet,0,kaggle_shampabanik12
2022-11-20,Barishal,46,kaggle_shampabanik12
2022-11-20,Chattogram,130,kaggle_shampabanik12
2022-11-20,Dhaka,398,kaggle_shampabanik12
2022-11-20,Khulna,39,kaggle_shampabanik12
2022-11-20,Mymensingh,9,kaggle_shampabanik12
2022-11-20,Rajshahi,18,kaggle_shampabanik12
2022-11-20,Rangpur,0,kaggle_shampabanik12
2022-11-20,Sylhet,0,kaggle_shampabanik12
2022-11-21,Barishal,33,kaggle_shampabanik12
2022-11-21,Chattogram,172,kaggle_shampabanik12
2022-11-21,Dhaka,242,kaggle_shampabanik12
2022-11-21,Khulna,31,kaggle_shampabanik12
2022-11-21,Mymensingh,13,kaggle_shampabanik12
2022-11-21,Rajshahi,10,kaggle_shampabanik12
2022-11-21,Rangpur,5,kaggle_shampabanik12
2022-11-21,Sylhet,0,kaggle_shampabanik12
2022-11-22,Barishal,34,kaggle_shampabanik12
2022-11-22,Chattogram,90,kaggle_shampabanik12
2022-11-22,Dhaka,320,kaggle_shampabanik12
2022-11-22,Khulna,40,kaggle_shampabanik12
2022-11-22,Mymensingh,13,kaggle_shampabanik12
2022-11-22,Rajshahi,17,kaggle_shampabanik12
2022-11-22,Rangpur,1,kaggle_shampabanik12
2022-11-22,Sylhet,0,kaggle_shampabanik12
2022-11-23,Barishal,35,kaggle_shampabanik12
2022-11-23,Chattogram,100,kaggle_shampabanik12
2022-11-23,Dhaka,199,kaggle_shampabanik12
2022-11-23,Khulna,19,kaggle_shampabanik12
2022-11-23,Mymensingh,7,kaggle_shampabanik12
2022-11-23,Rajshahi,15,kaggle_shampabanik12
2022-11-23,Rangpur,2,kaggle_shampabanik12
2022-11-23,Sylhet,0,kaggle_shampabanik12
2022-11-24,Barishal,38,kaggle_shampabanik12
2022-11-24,Chattogram,124,kaggle_shampabanik12
2022-11-24,Dhaka,334,kaggle_shampabanik12
2022-11-24,Khulna,21,kaggle_shampabanik12
2022-11-24,Mymensingh,4,kaggle_shampabanik12
2022-11-24,Rajshahi,19,kaggle_shampabanik12
2022-11-24,Rangpur,5,kaggle_shampabanik12
2022-11-24,Sylhet,1,kaggle_shampabanik12
2022-11-25,Barishal,0,kaggle_shampabanik12
2022-11-25,Chattogram,30,kaggle_shampabanik12
2022-11-25,Dhaka,164,kaggle_shampabanik12
2022-11-25,Khulna,4,kaggle_shampabanik12
2022-11-25,Mymensingh,8,kaggle_shampabanik12
2022-11-25,Rajshahi,15,kaggle_shampabanik12
2022-11-25,Rangpur,0,kaggle_shampabanik12
2022-11-25,Sylhet,0,kaggle_shampabanik12
2022-11-26,Barishal,38,kaggle_shampabanik12
2022-11-26,Chattogram,96,kaggle_shampabanik12
2022-11-26,Dhaka,294,kaggle_shampabanik12
2022-11-26,Khulna,12,kaggle_shampabanik12
2022-11-26,Mymensingh,7,kaggle_shampabanik12
2022-11-26,Rajshahi,14,kaggle_shampabanik12
2022-11-26,Rangpur,1,kaggle_shampabanik12
2022-11-26,Sylhet,0,kaggle_shampabanik12
2022-11-27,Barishal,24,kaggle_shampabanik12
2022-11-27,Chattogram,95,kaggle_shampabanik12
2022-11-27,Dhaka,349,kaggle_shampabanik12
2022-11-27,Khulna,31,kaggle_shampabanik12
2022-11-27,Mymensingh,6,kaggle_shampabanik12
2022-11-27,Rajshahi,13,kaggle_shampabanik12
2022-11-27,Rangpur,2,kaggle_shampabanik12
2022-11-27,Sylhet,3,kaggle_shampabanik12
2022-11-28,Barishal,19,kaggle_shampabanik12
2022-11-28,Chattogram,86,kaggle_shampabanik12
2022-11-28,Dhaka,215,kaggle_shampabanik12
2022-11-28,Khulna,25,kaggle_shampabanik12
2022-11-28,Mymensingh,9,kaggle_shampabanik12
2022-11-28,Rajshahi,12,kaggle_shampabanik12
2022-11-28,Rangpur,0,kaggle_shampabanik12
2022-11-28,Sylhet,0,kaggle_shampabanik12
2022-11-29,Barishal,18,kaggle_shampabanik12
2022-11-29,Chattogram,74,kaggle_shampabanik12
2022-11-29,Dhaka,302,kaggle_shampabanik12
2022-11-29,Khulna,25,kaggle_shampabanik12
2022-11-29,Mymensingh,8,kaggle_shampabanik12
2022-11-29,Rajshahi,5,kaggle_shampabanik12
2022-11-29,Rangpur,1,kaggle_shampabanik12
2022-11-29,Sylhet,3,kaggle_shampabanik12
2022-11-30,Barishal,20,kaggle_shampabanik12
2022-11-30,Chattogram,96,kaggle_shampabanik12
2022-11-30,Dhaka,278,kaggle_shampabanik12
2022-11-30,Khulna,14,kaggle_shampabanik12
2022-11-30,Mymensingh,9,kaggle_shampabanik12
2022-11-30,Rajshahi,9,kaggle_shampabanik12
2022-11-30,Rangpur,0,kaggle_shampabanik12
2022-11-30,Sylhet,0,kaggle_shampabanik12
2022-12-01,Barishal,20,kaggle_shampabanik12
2022-12-01,Chattogram,59,kaggle_shampabanik12
2022-12-01,Dhaka,271,kaggle_shampabanik12
2022-12-01,Khulna,14,kaggle_shampabanik12
2022-12-01,Mymensingh,7,kaggle_shampabanik12
2022-12-01,Rajshahi,9,kaggle_shampabanik12
2022-12-01,Rangpur,0,kaggle_shampabanik12
2022-12-01,Sylhet,0,kaggle_shampabanik12
2022-12-02,Barishal,3,kaggle_shampabanik12
2022-12-02,Chattogram,29,kaggle_shampabanik12
2022-12-02,Dhaka,78,kaggle_shampabanik12
2022-12-02,Khulna,3,kaggle_shampabanik12
2022-12-02,Mymensingh,3,kaggle_shampabanik12
2022-12-02,Rajshahi,4,kaggle_shampabanik12
2022-12-02,Rangpur,0,kaggle_shampabanik12
2022-12-02,Sylhet,0,kaggle_shampabanik12
2022-12-03,Barishal,16,kaggle_shampabanik12
2022-12-03,Chattogram,68,kaggle_shampabanik12
2022-12-03,Dhaka,224,kaggle_shampabanik12
2022-12-03,Khulna,21,kaggle_shampabanik12
2022-12-03,Mymensingh,5,kaggle_shampabanik12
2022-12-03,Rajshahi,10,kaggle_shampabanik12
2022-12-03,Rangpur,2,kaggle_shampabanik12
2022-12-03,Sylhet,5,kaggle_shampabanik12
2022-12-04,Barishal,11,kaggle_shampabanik12
2022-12-04,Chattogram,108,kaggle_shampabanik12
2022-12-04,Dhaka,253,kaggle_shampabanik12
2022-12-04,Khulna,19,kaggle_shampabanik12
2022-12-04,Mymensingh,9,kaggle_shampabanik12
2022-12-04,Rajshahi,9,kaggle_shampabanik12
2022-12-04,Rangpur,1,kaggle_shampabanik12
2022-12-04,Sylhet,0,kaggle_shampabanik12
2022-12-05,Barishal,12,kaggle_shampabanik12
2022-12-05,Chattogram,84,kaggle_shampabanik12
2022-12-05,Dhaka,183,kaggle_shampabanik12
2022-12-05,Khulna,13,kaggle_shampabanik12
2022-12-05,Mymensingh,5,kaggle_shampabanik12
2022-12-05,Rajshahi,8,kaggle_shampabanik12
2022-12-05,Rangpur,3,kaggle_shampabanik12
2022-12-05,Sylhet,0,kaggle_shampabanik12
2022-12-06,Barishal,9,kaggle_shampabanik12
2022-12-06,Chattogram,73,kaggle_shampabanik12
2022-12-06,Dhaka,165,kaggle_shampabanik12
2022-12-06,Khulna,11,kaggle_shampabanik12
2022-12-06,Mymensingh,2,kaggle_shampabanik12
2022-12-06,Rajshahi,7,kaggle_shampabanik12
2022-12-06,Rangpur,2,kaggle_shampabanik12
2022-12-06,Sylhet,0,kaggle_shampabanik12
2022-12-07,Barishal,18,kaggle_shampabanik12
2022-12-07,Chattogram,54,kaggle_shampabanik12
2022-12-07,Dhaka,225,kaggle_shampabanik12
2022-12-07,Khulna,12,kaggle_shampabanik12
2022-12-07,Mymensingh,8,kaggle_shampabanik12
2022-12-07,Rajshahi,5,kaggle_shampabanik12
2022-12-07,Rangpur,1,kaggle_shampabanik12
2022-12-07,Sylhet,0,kaggle_shampabanik12
2022-12-08,Barishal,10,kaggle_shampabanik12
2022-12-08,Chattogram,47,kaggle_shampabanik12
2022-12-08,Dhaka,164,kaggle_shampabanik12
2022-12-08,Khulna,11,kaggle_shampabanik12
2022-12-08,Mymensingh,4,kaggle_shampabanik12
2022-12-08,Rajshahi,10,kaggle_shampabanik12
2022-12-08,Rangpur,0,kaggle_shampabanik12
2022-12-08,Sylhet,0,kaggle_shampabanik12
2022-12-09,Barishal,4,kaggle_shampabanik12
2022-12-09,Chattogram,12,kaggle_shampabanik12
2022-12-09,Dhaka,87,kaggle_shampabanik12
2022-12-09,Khulna,9,kaggle_shampabanik12
2022-12-09,Mymensingh,1,kaggle_shampabanik12
2022-12-09,Rajshahi,4,kaggle_shampabanik12
2022-12-09,Rangpur,1,kaggle_shampabanik12
2022-12-09,Sylhet,0,kaggle_shampabanik12
2022-12-10,Barishal,11,kaggle_shampabanik12
2022-12-10,Chattogram,79,kaggle_shampabanik12
2022-12-10,Dhaka,166,kaggle_shampabanik12
2022-12-10,Khulna,3,kaggle_shampabanik12
2022-12-10,Mymensingh,3,kaggle_shampabanik12
2022-12-10,Rajshahi,2,kaggle_shampabanik12
2022-12-10,Rangpur,1,kaggle_shampabanik12
2022-12-10,Sylhet,0,kaggle_shampabanik12
2022-12-11,Barishal,15,kaggle_shampabanik12
2022-12-11,Chattogram,14,kaggle_shampabanik12
2022-12-11,Dhaka,139,kaggle_shampabanik12
2022-12-11,Khulna,12,kaggle_shampabanik12
2022-12-11,Mymensingh,4,kaggle_shampabanik12
2022-12-11,Rajshahi,4,kaggle_shampabanik12
2022-12-11,Rangpur,1,kaggle_shampabanik12
2022-12-11,Sylhet,0,kaggle_shampabanik12
2022-12-12,Barishal,19,kaggle_shampabanik12
2022-12-12,Chattogram,45,kaggle_shampabanik12
2022-12-12,Dhaka,144,kaggle_shampabanik12
2022-12-12,Khulna,13,kaggle_shampabanik12
2022-12-12,Mymensingh,1,kaggle_shampabanik12
2022-12-12,Rajshahi,2,kaggle_shampabanik12
2022-12-12,Rangpur,0,kaggle_shampabanik12
2022-12-12,Sylhet,0,kaggle_shampabanik12
2022-12-13,Barishal,10,kaggle_shampabanik12
2022-12-13,Chattogram,68,kaggle_shampabanik12
2022-12-13,Dhaka,127,kaggle_shampabanik12
2022-12-13,Khulna,9,kaggle_shampabanik12
2022-12-13,Mymensingh,3,kaggle_shampabanik12
2022-12-13,Rajshahi,3,kaggle_shampabanik12
2022-12-13,Rangpur,0,kaggle_shampabanik12
2022-12-13,Sylhet,0,kaggle_shampabanik12
2022-12-14,Barishal,9,kaggle_shampabanik12
2022-12-14,Chattogram,51,kaggle_shampabanik12
2022-12-14,Dhaka,112,kaggle_shampabanik12
2022-12-14,Khulna,4,kaggle_shampabanik12
2022-12-14,Mymensingh,5,kaggle_shampabanik12
2022-12-14,Rajshahi,3,kaggle_shampabanik12
2022-12-14,Rangpur,0,kaggle_shampabanik12
2022-12-14,Sylhet,0,kaggle_shampabanik12
2022-12-15,Barishal,6,kaggle_shampabanik12
2022-12-15,Chattogram,14,kaggle_shampabanik12
2022-12-15,Dhaka,106,kaggle_shampabanik12
2022-12-15,Khulna,6,kaggle_shampabanik12
2022-12-15,Mymensingh,1,kaggle_shampabanik12
2022-12-15,Rajshahi,7,kaggle_shampabanik12
2022-12-15,Rangpur,0,kaggle_shampabanik12
2022-12-15,Sylhet,0,kaggle_shampabanik12
2022-12-16,Barishal,0,kaggle_shampabanik12
2022-12-16,Chattogram,10,kaggle_shampabanik12
2022-12-16,Dhaka,32,kaggle_shampabanik12
2022-12-16,Khulna,4,kaggle_shampabanik12
2022-12-16,Mymensingh,1,kaggle_shampabanik12
2022-12-16,Rajshahi,1,kaggle_shampabanik12
2022-12-16,Rangpur,0,kaggle_shampabanik12
2022-12-16,Sylhet,1,kaggle_shampabanik12
2022-12-17,Barishal,11,kaggle_shampabanik12
2022-12-17,Chattogram,28,kaggle_shampabanik12
2022-12-17,Dhaka,78,kaggle_shampabanik12
2022-12-17,Khulna,7,kaggle_shampabanik12
2022-12-17,Mymensingh,0,kaggle_shampabanik12
2022-12-17,Rajshahi,1,kaggle_shampabanik12
2022-12-17,Rangpur,0,kaggle_shampabanik12
2022-12-17,Sylhet,0,kaggle_shampabanik12
2022-12-18,Barishal,7,kaggle_shampabanik12
2022-12-18,Chattogram,40,kaggle_shampabanik12
2022-12-18,Dhaka,78,kaggle_shampabanik12
2022-12-18,Khulna,14,kaggle_shampabanik12
2022-12-18,Mymensingh,1,kaggle_shampabanik12
2022-12-18,Rajshahi,5,kaggle_shampabanik12
2022-12-18,Rangpur,0,kaggle_shampabanik12
2022-12-18,Sylhet,0,kaggle_shampabanik12
2022-12-19,Barishal,10,kaggle_shampabanik12
2022-12-19,Chattogram,19,kaggle_shampabanik12
2022-12-19,Dhaka,72,kaggle_shampabanik12
2022-12-19,Khulna,6,kaggle_shampabanik12
2022-12-19,Mymensingh,1,kaggle_shampabanik12
2022-12-19,Rajshahi,5,kaggle_shampabanik12
2022-12-19,Rangpur,0,kaggle_shampabanik12
2022-12-19,Sylhet,0,kaggle_shampabanik12
2022-12-20,Barishal,3,kaggle_shampabanik12
2022-12-20,Chattogram,17,kaggle_shampabanik12
2022-12-20,Dhaka,81,kaggle_shampabanik12
2022-12-20,Khulna,4,kaggle_shampabanik12
2022-12-20,Mymensingh,2,kaggle_shampabanik12
2022-12-20,Rajshahi,2,kaggle_shampabanik12
2022-12-20,Rangpur,0,kaggle_shampabanik12
2022-12-20,Sylhet,0,kaggle_shampabanik12
2022-12-21,Barishal,3,kaggle_shampabanik12
2022-12-21,Chattogram,27,kaggle_shampabanik12
2022-12-21,Dhaka,86,kaggle_shampabanik12
2022-12-21,Khulna,8,kaggle_shampabanik12
2022-12-21,Mymensingh,2,kaggle_shampabanik12
2022-12-21,Rajshahi,0,kaggle_shampabanik12
2022-12-21,Rangpur,0,kaggle_shampabanik12
2022-12-21,Sylhet,0,kaggle_shampabanik12
2022-12-22,Barishal,3,kaggle_shampabanik12
2022-12-22,Chattogram,20,kaggle_shampabanik12
2022-12-22,Dhaka,56,kaggle_shampabanik12
2022-12-22,Khulna,9,kaggle_shampabanik12
2022-12-22,Mymensingh,0,kaggle_shampabanik12
2022-12-22,Rajshahi,1,kaggle_shampabanik12
2022-12-22,Rangpur,0,kaggle_shampabanik12
2022-12-22,Sylhet,0,kaggle_shampabanik12
2022-12-23,Barishal,0,kaggle_shampabanik12
2022-12-23,Chattogram,3,kaggle_shampabanik12
2022-12-23,Dhaka,27,kaggle_shampabanik12
2022-12-23,Khulna,3,kaggle_shampabanik12
2022-12-23,Mymensingh,3,kaggle_shampabanik12
2022-12-23,Rajshahi,3,kaggle_shampabanik12
2022-12-23,Rangpur,0,kaggle_shampabanik12
2022-12-23,Sylhet,0,kaggle_shampabanik12
2022-12-24,Barishal,5,kaggle_shampabanik12
2022-12-24,Chattogram,19,kaggle_shampabanik12
2022-12-24,Dhaka,61,kaggle_shampabanik12
2022-12-24,Khulna,0,kaggle_shampabanik12
2022-12-24,Mymensingh,3,kaggle_shampabanik12
2022-12-24,Rajshahi,1,kaggle_shampabanik12
2022-12-24,Rangpur,0,kaggle_shampabanik12
2022-12-24,Sylhet,0,kaggle_shampabanik12
2022-12-25,Barishal,0,kaggle_shampabanik12
2022-12-25,Chattogram,10,kaggle_shampabanik12
2022-12-25,Dhaka,35,kaggle_shampabanik12
2022-12-25,Khulna,0,kaggle_shampabanik12
2022-12-25,Mymensingh,3,kaggle_shampabanik12
2022-12-25,Rajshahi,0,kaggle_shampabanik12
2022-12-25,Rangpur,1,kaggle_shampabanik12
2022-12-25,Sylhet,0,kaggle_shampabanik12
2022-12-26,Barishal,10,kaggle_shampabanik12
2022-12-26,Chattogram,36,kaggle_shampabanik12
2022-12-26,Dhaka,52,kaggle_shampabanik12
2022-12-26,Khulna,8,kaggle_shampabanik12
2022-12-26,Mymensingh,1,kaggle_shampabanik12
2022-12-26,Rajshahi,0,kaggle_shampabanik12
2022-12-26,Rangpur,0,kaggle_shampabanik12
2022-12-26,Sylhet,0,kaggle_shampabanik12
2022-12-27,Barishal,3,kaggle_shampabanik12
2022-12-27,Chattogram,18,kaggle_shampabanik12
2022-12-27,Dhaka,40,kaggle_shampabanik12
2022-12-27,Khulna,0,kaggle_shampabanik12
2022-12-27,Mymensingh,1,kaggle_shampabanik12
2022-12-27,Rajshahi,0,kaggle_shampabanik12
2022-12-27,Rangpur,0,kaggle_shampabanik12
2022-12-27,Sylhet,0,kaggle_shampabanik12
2022-12-28,Barishal,4,kaggle_shampabanik12
2022-12-28,Chattogram,18,kaggle_shampabanik12
2022-12-28,Dhaka,39,kaggle_shampabanik12
2022-12-28,Khulna,5,kaggle_shampabanik12
2022-12-28,Mymensingh,0,kaggle_shampabanik12
2022-12-28,Rajshahi,0,kaggle_shampabanik12
2022-12-28,Rangpur,1,kaggle_shampabanik12
2022-12-28,Sylhet,0,kaggle_shampabanik12
2022-12-29,Barishal,7,kaggle_shampabanik12
2022-12-29,Chattogram,19,kaggle_shampabanik12
2022-12-29,Dhaka,31,kaggle_shampabanik12
2022-12-29,Khulna,4,kaggle_shampabanik12
2022-12-29,Mymensingh,1,kaggle_shampabanik12
2022-12-29,Rajshahi,3,kaggle_shampabanik12
2022-12-29,Rangpur,0,kaggle_shampabanik12
2022-12-29,Sylhet,0,kaggle_shampabanik12
2022-12-30,Barishal,0,kaggle_shampabanik12
2022-12-30,Chattogram,5,kaggle_shampabanik12
2022-12-30,Dhaka,6,kaggle_shampabanik12
2022-12-30,Khulna,1,kaggle_shampabanik12
2022-12-30,Mymensingh,0,kaggle_shampabanik12
2022-12-30,Rajshahi,2,kaggle_shampabanik12
2022-12-30,Rangpur,0,kaggle_shampabanik12
2022-12-30,Sylhet,0,kaggle_shampabanik12
2022-12-31,Barishal,2,kaggle_shampabanik12
2022-12-31,Chattogram,11,kaggle_shampabanik12
2022-12-31,Dhaka,30,kaggle_shampabanik12
2022-12-31,Khulna,1,kaggle_shampabanik12
2022-12-31,Mymensingh,1,kaggle_shampabanik12
2022-12-31,Rajshahi,1,kaggle_shampabanik12
2022-12-31,Rangpur,1,kaggle_shampabanik12
2022-12-31,Sylhet,1,kaggle_shampabanik12
2023-01-01,Barishal,6,kaggle_shampabanik12
2023-01-01,Chattogram,4,kaggle_shampabanik12
2023-01-01,Dhaka,39,kaggle_shampabanik12
2023-01-01,Khulna,6,kaggle_shampabanik12
2023-01-01,Mymensingh,3,kaggle_shampabanik12
2023-01-01,Rajshahi,1,kaggle_shampabanik12
2023-01-01,Rangpur,0,kaggle_shampabanik12
2023-01-01,Sylhet,0,kaggle_shampabanik12
2023-01-02,Barishal,3,kaggle_shampabanik12
2023-01-02,Chattogram,8,kaggle_shampabanik12
2023-01-02,Dhaka,25,kaggle_shampabanik12
2023-01-02,Khulna,0,kaggle_shampabanik12
2023-01-02,Mymensingh,1,kaggle_shampabanik12
2023-01-02,Rajshahi,1,kaggle_shampabanik12
2023-01-02,Rangpur,0,kaggle_shampabanik12
2023-01-02,Sylhet,0,kaggle_shampabanik12
2023-01-03,Barishal,5,kaggle_shampabanik12
2023-01-03,Chattogram,7,kaggle_shampabanik12
2023-01-03,Dhaka,23,kaggle_shampabanik12
2023-01-03,Khulna,4,kaggle_shampabanik12
2023-01-03,Mymensingh,0,kaggle_shampabanik12
2023-01-03,Rajshahi,0,kaggle_shampabanik12
2023-01-03,Rangpur,0,kaggle_shampabanik12
2023-01-03,Sylhet,0,kaggle_shampabanik12
2023-01-04,Barishal,4,kaggle_shampabanik12
2023-01-04,Chattogram,15,kaggle_shampabanik12
2023-01-04,Dhaka,27,kaggle_shampabanik12
2023-01-04,Khulna,2,kaggle_shampabanik12
2023-01-04,Mymensingh,0,kaggle_shampabanik12
